Champ,Damage_done,Damage_taken,Gold_earned,Match_length,Minions_slain,Monsters_killed,Deaths,Win,Lane,Opp_champ,Damage share,gold_me,xp_me,gold_opp,xp_opp,objs_me,objs_opp,my_team_id,obj_timeline
Azir,26937,26131,14142,30.683333333333334,285,5,7,False,MIDDLE,Leblanc,0.34646550393579256,"[500, 500, 632, 979, 1346, 1661, 1993, 2393, 2787, 3119, 3756, 4068, 5175, 5808, 6454, 7168, 7567, 8056, 8761, 9246, 9438, 9658, 9962, 10293, 10773, 11454, 11945, 12373, 12646, 13206, 13893, 14142]","[0, 0, 246, 829, 1477, 2033, 2543, 3148, 3692, 4245, 4831, 5160, 5803, 5997, 6583, 7123, 7794, 8036, 9230, 9845, 9845, 10198, 10592, 11088, 11540, 12144, 12935, 13475, 13879, 14567, 15578, 15759]","[500, 500, 555, 825, 1192, 1542, 1874, 2191, 2554, 2795, 3126, 3637, 4206, 4552, 5039, 5162, 5560, 6565, 6984, 7399, 8169, 8542, 8930, 9314, 9576, 9938, 10165, 10748, 12117, 12412, 13490, 14161]","[0, 0, 153, 767, 1385, 2002, 2578, 3226, 3697, 4033, 4466, 5221, 5764, 6096, 6264, 6326, 7086, 8374, 8574, 9484, 10238, 11135, 11964, 12488, 12788, 13277, 13694, 14710, 15548, 15983, 17070, 17554]","{'HORDE': 6, 'DRAGON': 1}","{'DRAGON': 3, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'BARON_NASHOR': 1}",200.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.7}, {'type': 'HORDE', 'sub_type': '', 'time': 6.87}, {'type': 'HORDE', 'sub_type': '', 'time': 7.09}, {'type': 'HORDE', 'sub_type': '', 'time': 12.55}, {'type': 'HORDE', 'sub_type': '', 'time': 12.63}, {'type': 'HORDE', 'sub_type': '', 'time': 12.8}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 14.43}], 100: [{'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 8.75}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.59}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 19.98}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 20.82}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 25.76}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 26.5}]}"
Sylas,37515,55940,16239,35.53333333333333,270,4,11,False,MIDDLE,Tristana,0.30468788070756786,"[500, 500, 604, 895, 1394, 1758, 2048, 2330, 2634, 2896, 3466, 3846, 5310, 5668, 5945, 6425, 7157, 7406, 7577, 8428, 8796, 9134, 9439, 9562, 10375, 10615, 11690, 12359, 12587, 13120, 13537, 14474, 14951, 15213, 15425, 15937, 16239]","[0, 0, 215, 722, 976, 1654, 2168, 2467, 2660, 3149, 3718, 4598, 5038, 5653, 6113, 6951, 7576, 8081, 8204, 9315, 10143, 10713, 11499, 11697, 12621, 12777, 13892, 14575, 14893, 15695, 16297, 17219, 18086, 18729, 18811, 19595, 19908]","[500, 537, 684, 925, 1348, 1982, 2252, 2948, 3355, 3749, 4212, 4592, 4881, 5374, 5710, 5980, 6414, 6791, 7724, 7888, 8468, 9460, 9666, 10322, 10863, 11160, 11988, 12404, 13142, 13718, 14354, 14829, 14951, 15854, 16051, 16704, 17729]","[0, 9, 285, 742, 805, 1626, 2179, 2759, 3147, 3440, 4026, 4601, 4708, 5308, 5789, 6272, 6568, 7308, 8475, 8773, 9792, 10115, 10437, 12020, 13024, 13481, 14126, 14707, 16245, 16954, 17756, 18165, 18165, 19113, 19113, 20294, 21778]","{'HORDE': 2, 'DRAGON': 2}","{'HORDE': 4, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'DRAGON': 3, 'BARON_NASHOR': 2}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.19}, {'type': 'HORDE', 'sub_type': '', 'time': 6.81}, {'type': 'HORDE', 'sub_type': '', 'time': 6.89}, {'type': 'HORDE', 'sub_type': '', 'time': 12.1}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 17.88}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.55}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 24.08}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 27.8}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 29.18}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 34.35}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 34.8}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 11.71}, {'type': 'HORDE', 'sub_type': '', 'time': 11.86}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 13.5}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 18.86}]}"
Zeri,20610,25614,10962,28.666666666666668,224,10,12,True,BOTTOM,Akali,0.1442136124775213,"[500, 500, 632, 959, 1200, 1613, 1845, 2248, 2448, 2801, 3006, 3691, 4066, 4273, 4584, 4847, 5147, 5571, 5771, 6243, 6675, 7023, 7898, 8184, 8551, 9048, 9932, 10249, 10521, 10962]","[0, 0, 180, 541, 904, 1529, 1710, 2161, 2355, 2732, 2954, 3728, 4127, 4404, 4714, 5299, 5673, 6339, 6721, 7412, 7823, 8300, 9478, 9876, 11737, 12372, 13937, 14254, 14359, 15000]","[500, 500, 541, 797, 1387, 1594, 1915, 2358, 2543, 3011, 3809, 4008, 4399, 4707, 5477, 5734, 6204, 6647, 6955, 7602, 8259, 8445, 8800, 9049, 9738, 10195, 10513, 11425, 11547, 11670]","[0, 0, 40, 481, 1012, 1192, 1646, 2069, 2209, 2457, 3136, 3341, 4146, 4538, 5571, 5878, 6526, 7274, 7569, 8214, 9490, 9720, 10563, 11022, 11878, 12319, 12690, 13458, 13582, 13641]","{'HORDE': 6, 'DRAGON': 3, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'BARON_NASHOR': 1}",{'DRAGON': 1},100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.18}, {'type': 'HORDE', 'sub_type': '', 'time': 6.28}, {'type': 'HORDE', 'sub_type': '', 'time': 6.44}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 7.65}, {'type': 'HORDE', 'sub_type': '', 'time': 11.02}, {'type': 'HORDE', 'sub_type': '', 'time': 11.11}, {'type': 'HORDE', 'sub_type': '', 'time': 11.22}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 13.2}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 18.58}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 23.44}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 23.88}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.95}], 200: [{'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 18.53}]}"
Tristana,49816,36323,16789,38.2,281,16,8,False,MIDDLE,Yasuo,0.32395172198522526,"[500, 500, 632, 979, 1360, 1710, 2056, 2671, 3076, 3387, 3800, 4147, 4442, 5364, 5974, 6295, 7190, 7660, 8421, 8843, 9250, 9655, 10210, 10370, 10572, 10695, 11620, 12716, 12838, 13086, 13534, 14020, 14261, 15154, 15276, 16078, 16201, 16623, 16765, 16789]","[0, 0, 246, 829, 1424, 2011, 2624, 2944, 3615, 4191, 4839, 5302, 5698, 6447, 6996, 7611, 8529, 9177, 10666, 11429, 11870, 12809, 13521, 13664, 13664, 13687, 13926, 14895, 15113, 15343, 15677, 16661, 16879, 17827, 17827, 18457, 18457, 18644, 18644, 18644]","[500, 500, 646, 958, 1426, 1776, 2087, 2744, 3136, 3474, 3886, 4172, 4741, 5113, 5410, 5610, 5996, 6484, 6711, 7155, 7458, 7860, 8295, 8477, 9650, 9907, 10254, 11336, 11458, 11699, 11995, 12142, 12295, 12797, 13220, 13347, 14021, 14189, 14534, 15356]","[0, 0, 276, 829, 1470, 2097, 2650, 3176, 3824, 4377, 5025, 5469, 6183, 6697, 7299, 7651, 8486, 9390, 9851, 10527, 10886, 11541, 12127, 12127, 12526, 13296, 13776, 14956, 14956, 15280, 15650, 15650, 15650, 16496, 17378, 17516, 18610, 18649, 19294, 19690]","{'HORDE': 2, 'DRAGON': 2}","{'HORDE': 4, 'DRAGON': 4, 'RIFTHERALD': 1, 'ATAKHAN': 1, 'BARON_NASHOR': 2}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.15}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 9.31}, {'type': 'HORDE', 'sub_type': '', 'time': 10.7}, {'type': 'HORDE', 'sub_type': '', 'time': 10.83}, {'type': 'HORDE', 'sub_type': '', 'time': 10.91}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 14.82}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 17.75}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 24.14}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 26.06}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 31.84}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 33.62}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 37.04}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.39}, {'type': 'HORDE', 'sub_type': '', 'time': 6.47}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 20.25}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 26.09}]}"
Tristana,52921,33697,17988,33.11666666666667,259,0,6,True,MIDDLE,Jayce,0.3015235425497972,"[500, 500, 646, 944, 1350, 1747, 1899, 2601, 2869, 3154, 3888, 4253, 4486, 4988, 5378, 5634, 6430, 6831, 7101, 7502, 7847, 8292, 9625, 10119, 11787, 11909, 13187, 13484, 14516, 15216, 15526, 15990, 16714, 17815, 17988]","[0, 0, 276, 829, 1445, 2093, 2154, 2641, 3035, 3628, 4362, 4948, 5290, 5768, 6485, 6875, 7409, 7945, 8584, 9149, 9582, 10077, 11057, 11759, 13239, 13239, 14206, 14757, 15793, 16436, 16794, 17468, 17934, 19508, 19677]","[500, 500, 618, 916, 1255, 1591, 1846, 2468, 3186, 3484, 3690, 4080, 4620, 5089, 5519, 5760, 6359, 6808, 7421, 7865, 8300, 9038, 9818, 9955, 10078, 10443, 11959, 12082, 12251, 12478, 12895, 13386, 13509, 13790, 13803]","[0, 0, 246, 829, 1404, 1992, 2338, 2750, 3343, 3804, 4019, 4689, 5189, 5927, 6268, 6541, 7581, 8645, 9537, 10299, 11056, 12539, 12959, 13101, 13147, 13946, 15212, 15212, 15388, 15760, 16285, 16731, 16731, 17329, 17329]","{'HORDE': 3, 'DRAGON': 4, 'ATAKHAN': 1, 'BARON_NASHOR': 1}","{'HORDE': 3, 'RIFTHERALD': 1, 'DRAGON': 1, 'BARON_NASHOR': 1}",200.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.79}, {'type': 'HORDE', 'sub_type': '', 'time': 7.75}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 9.35}, {'type': 'HORDE', 'sub_type': '', 'time': 12.5}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 15.27}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 21.45}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 26.57}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 31.66}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 32.43}], 100: [{'type': 'HORDE', 'sub_type': '', 'time': 8.0}, {'type': 'HORDE', 'sub_type': '', 'time': 13.68}, {'type': 'HORDE', 'sub_type': '', 'time': 13.84}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 19.77}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 20.53}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 25.33}]}"
Tristana,26937,15448,13774,25.566666666666666,231,24,1,True,BOTTOM,Corki,0.28181494810847,"[500, 500, 632, 958, 1395, 1601, 1959, 2286, 2738, 2966, 3769, 4018, 4531, 4895, 5848, 6367, 6810, 7387, 7923, 8698, 9253, 10734, 11059, 11468, 12457, 13156, 13774]","[0, 0, 160, 541, 964, 1335, 1755, 2127, 2558, 2837, 3388, 3668, 4300, 4908, 5415, 6135, 6655, 7453, 8042, 8963, 9262, 10931, 11133, 11806, 12951, 13761, 14616]","[500, 500, 618, 881, 1227, 1486, 1818, 2266, 2564, 2842, 3370, 3887, 4178, 4406, 4619, 5008, 5341, 5810, 6136, 6622, 7380, 7559, 7981, 8454, 8752, 9298, 9367]","[0, 0, 140, 541, 964, 1243, 1604, 1927, 2478, 2775, 3080, 3671, 4162, 4500, 4815, 5310, 5832, 6618, 7256, 8081, 8594, 8809, 9382, 10214, 10520, 11223, 11223]","{'HORDE': 5, 'DRAGON': 2, 'RIFTHERALD': 1, 'ATAKHAN': 1}","{'DRAGON': 2, 'HORDE': 1}",100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.35}, {'type': 'HORDE', 'sub_type': '', 'time': 6.42}, {'type': 'HORDE', 'sub_type': '', 'time': 6.5}, {'type': 'HORDE', 'sub_type': '', 'time': 11.26}, {'type': 'HORDE', 'sub_type': '', 'time': 11.34}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 13.6}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.35}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 20.59}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 24.98}], 200: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 6.82}, {'type': 'HORDE', 'sub_type': '', 'time': 10.93}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 19.74}]}"
Poppy,17912,21616,11259,24.133333333333333,219,0,1,True,MIDDLE,Yasuo,0.2395901606452562,"[500, 500, 618, 902, 1304, 1668, 1916, 2337, 2790, 3108, 3446, 3835, 4155, 4845, 5156, 5644, 6315, 7063, 7465, 8884, 9006, 9589, 9955, 10569, 11143, 11259]","[0, 0, 246, 768, 1477, 2125, 2678, 3325, 3850, 4372, 4958, 5477, 6111, 6829, 7302, 8234, 9522, 10307, 10956, 12378, 12470, 12998, 13546, 14687, 15019, 15019]","[500, 500, 597, 860, 1220, 1589, 1844, 2164, 2446, 2729, 2957, 3367, 3678, 3910, 4214, 4491, 4810, 5194, 5505, 5627, 5925, 6257, 6498, 6781, 7059, 7076]","[0, 0, 246, 829, 1415, 2063, 2616, 3159, 3621, 4067, 4489, 5160, 5674, 5997, 6675, 7227, 7683, 8269, 8861, 8887, 9374, 10078, 10473, 10782, 11251, 11251]","{'HORDE': 5, 'DRAGON': 2, 'RIFTHERALD': 1, 'ATAKHAN': 1}","{'HORDE': 1, 'DRAGON': 1}",100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.52}, {'type': 'HORDE', 'sub_type': '', 'time': 6.76}, {'type': 'HORDE', 'sub_type': '', 'time': 11.06}, {'type': 'HORDE', 'sub_type': '', 'time': 11.21}, {'type': 'HORDE', 'sub_type': '', 'time': 11.27}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 17.55}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 19.9}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.67}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 23.38}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.65}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 11.27}]}"
Azir,16273,14422,9685,22.033333333333335,199,1,3,False,MIDDLE,Yasuo,0.2635260967433726,"[500, 500, 632, 958, 1339, 1703, 1916, 2287, 2692, 3024, 3557, 3890, 4368, 4949, 5162, 5620, 6357, 7468, 7832, 8287, 9333, 9558, 9681, 9685]","[0, 0, 246, 829, 1477, 2125, 2524, 3254, 3902, 4455, 5103, 5689, 6327, 7121, 7365, 8151, 8806, 10337, 10788, 11466, 11919, 12049, 12217, 12217]","[500, 500, 632, 916, 1269, 1535, 1853, 2145, 2473, 2805, 3061, 3445, 3866, 4219, 5073, 5580, 6057, 6311, 6793, 7115, 7588, 7735, 8220, 8224]","[0, 0, 276, 768, 1477, 1871, 2515, 3163, 3626, 4179, 4827, 5453, 5883, 6279, 7002, 7483, 7761, 8260, 9056, 9666, 10429, 10429, 12208, 12208]",{'DRAGON': 2},"{'HORDE': 6, 'DRAGON': 1, 'RIFTHERALD': 1, 'ATAKHAN': 1}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.24}, {'type': 'HORDE', 'sub_type': '', 'time': 6.42}, {'type': 'HORDE', 'sub_type': '', 'time': 6.76}, {'type': 'HORDE', 'sub_type': '', 'time': 10.96}, {'type': 'HORDE', 'sub_type': '', 'time': 11.06}, {'type': 'HORDE', 'sub_type': '', 'time': 11.08}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 12.18}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 17.29}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 21.14}], 200: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 6.82}, {'type': 'DRAGON', 'sub_type': 'CHEMTECH_DRAGON', 'time': 17.73}]}"
Ahri,15184,13733,8035,21.766666666666666,194,0,4,False,MIDDLE,Hwei,0.2723489740278376,"[500, 500, 632, 965, 1255, 1619, 1930, 2317, 2722, 3017, 3636, 4046, 4314, 4465, 5115, 5303, 6256, 6800, 6923, 7289, 7524, 7932, 8035]","[0, 0, 276, 829, 1477, 2125, 2678, 3325, 3973, 4464, 5273, 5921, 6336, 6422, 7096, 7400, 8541, 8925, 8950, 9631, 9885, 10437, 10615]","[500, 500, 590, 902, 1213, 1577, 1867, 2277, 2610, 2865, 3224, 3535, 4236, 4704, 5016, 5648, 6447, 7162, 7720, 7913, 8720, 9967, 10422]","[0, 0, 276, 829, 1477, 2063, 2520, 3193, 3841, 4228, 4846, 5494, 6342, 6923, 7811, 8389, 9305, 10104, 10691, 11020, 12093, 12899, 13394]","{'DRAGON': 1, 'HORDE': 1}","{'HORDE': 5, 'DRAGON': 2, 'RIFTHERALD': 1}",100.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.25}, {'type': 'HORDE', 'sub_type': '', 'time': 6.46}, {'type': 'HORDE', 'sub_type': '', 'time': 6.59}, {'type': 'HORDE', 'sub_type': '', 'time': 11.15}, {'type': 'HORDE', 'sub_type': '', 'time': 11.34}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 12.33}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 17.87}, {'type': 'DRAGON', 'sub_type': 'CHEMTECH_DRAGON', 'time': 18.66}], 100: [{'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 6.49}, {'type': 'HORDE', 'sub_type': '', 'time': 11.53}]}"
Viktor,17910,11963,11615,20.9,185,6,2,True,MIDDLE,Galio,0.2788199579668405,"[500, 500, 646, 979, 1374, 1878, 2283, 2858, 3262, 3579, 4163, 4677, 5215, 5976, 6176, 7561, 7964, 8391, 9141, 10758, 11018, 11615]","[0, 0, 276, 829, 1477, 1778, 2517, 3232, 3880, 4371, 4741, 5244, 5797, 6533, 6827, 7584, 8188, 8745, 9412, 10272, 10527, 11516]","[500, 500, 604, 846, 1185, 1420, 1675, 1909, 2293, 2604, 2727, 3060, 3329, 3638, 3910, 4279, 4546, 4793, 5205, 5886, 6132, 6437]","[0, 0, 276, 829, 1416, 1753, 2306, 2643, 3227, 3843, 4002, 4381, 4934, 5305, 5769, 6526, 7272, 7426, 8057, 8468, 8708, 9046]","{'HORDE': 6, 'RIFTHERALD': 1, 'DRAGON': 1, 'ATAKHAN': 1}",{'DRAGON': 2},100.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.76}, {'type': 'HORDE', 'sub_type': '', 'time': 6.88}, {'type': 'HORDE', 'sub_type': '', 'time': 6.99}, {'type': 'HORDE', 'sub_type': '', 'time': 11.2}, {'type': 'HORDE', 'sub_type': '', 'time': 11.37}, {'type': 'HORDE', 'sub_type': '', 'time': 11.55}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.51}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 19.17}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 20.82}], 200: [{'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 6.94}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 12.94}]}"
Tristana,12935,11802,10550,20.2,145,8,4,True,BOTTOM,MissFortune,0.1903437518394255,"[500, 500, 646, 955, 1168, 1753, 2022, 2175, 2558, 3655, 4285, 4569, 4777, 5090, 6306, 6821, 7241, 8490, 9169, 9742, 10525, 10550]","[0, 0, 180, 398, 770, 1213, 1705, 1735, 2350, 2800, 3372, 3793, 3961, 4277, 5112, 5681, 6426, 7133, 7837, 8600, 9321, 9321]","[500, 500, 632, 1279, 1556, 2048, 2419, 2743, 3096, 3424, 4165, 4421, 5023, 5736, 6708, 6921, 7313, 7685, 8028, 8346, 8593, 8618]","[0, 0, 160, 436, 886, 1291, 1757, 2172, 2780, 3190, 3655, 4115, 4622, 5045, 5777, 6010, 6571, 6914, 7411, 8235, 8638, 8638]","{'HORDE': 6, 'RIFTHERALD': 1, 'DRAGON': 1}",{'DRAGON': 2},200.0,"{100: [{'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 5.65}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 11.68}], 200: [{'type': 'HORDE', 'sub_type': '', 'time': 6.28}, {'type': 'HORDE', 'sub_type': '', 'time': 6.43}, {'type': 'HORDE', 'sub_type': '', 'time': 6.59}, {'type': 'HORDE', 'sub_type': '', 'time': 11.03}, {'type': 'HORDE', 'sub_type': '', 'time': 11.14}, {'type': 'HORDE', 'sub_type': '', 'time': 11.25}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.46}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 17.28}]}"
Velkoz,16124,21900,7756,28.5,29,0,5,False,UTILITY,Janna,0.1491195620005919,"[500, 500, 572, 768, 963, 1146, 1846, 2027, 2614, 2837, 3064, 3301, 3623, 4146, 4428, 4693, 4846, 5293, 5745, 5898, 6050, 6224, 6416, 6626, 6934, 7136, 7323, 7491, 7678, 7756]","[0, 0, 180, 541, 884, 1362, 1899, 2139, 2489, 2489, 2970, 3151, 3431, 3768, 4086, 4426, 4830, 5392, 5715, 6090, 6576, 7069, 7284, 7447, 8310, 8612, 8708, 8901, 9277, 9277]","[500, 500, 562, 779, 979, 1135, 1583, 1723, 1894, 2109, 2308, 2546, 2914, 3102, 3303, 3949, 4149, 4316, 4794, 4981, 5242, 5394, 5582, 5967, 6119, 6672, 6854, 7391, 7922, 8352]","[0, 0, 180, 541, 585, 790, 1410, 1528, 1668, 2212, 2629, 3020, 3216, 3496, 3580, 4347, 4574, 4701, 5363, 5442, 5995, 6044, 6247, 7710, 7860, 8940, 8940, 10095, 10769, 11233]","{'HORDE': 1, 'RIFTHERALD': 1, 'DRAGON': 1}","{'HORDE': 5, 'DRAGON': 2, 'ATAKHAN': 1, 'BARON_NASHOR': 1}",100.0,"{200: [{'type': 'HORDE', 'sub_type': '', 'time': 8.32}, {'type': 'HORDE', 'sub_type': '', 'time': 9.66}, {'type': 'HORDE', 'sub_type': '', 'time': 9.68}, {'type': 'DRAGON', 'sub_type': 'WATER_DRAGON', 'time': 12.63}, {'type': 'HORDE', 'sub_type': '', 'time': 14.12}, {'type': 'HORDE', 'sub_type': '', 'time': 14.5}, {'type': 'DRAGON', 'sub_type': 'FIRE_DRAGON', 'time': 18.49}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.22}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 26.88}], 100: [{'type': 'HORDE', 'sub_type': '', 'time': 13.83}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 16.7}, {'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 24.04}]}"
Akali,14088,33332,11168,30.6,237,0,5,False,MIDDLE,Viktor,0.14818866495561073,"[500, 500, 604, 909, 1185, 1561, 1802, 2120, 2348, 2647, 2999, 3377, 3820, 4233, 4645, 5139, 5586, 5900, 6073, 6795, 7050, 7388, 7629, 8011, 8525, 8961, 9084, 9494, 10435, 10781, 11095, 11168]","[0, 0, 215, 738, 1229, 1874, 2242, 2890, 3195, 3841, 4489, 5075, 5703, 6299, 6885, 7569, 8321, 8718, 8768, 9495, 9900, 10336, 10672, 11989, 12878, 13673, 13735, 14259, 14677, 15243, 15580, 15706]","[500, 500, 646, 958, 1450, 1776, 2125, 2536, 2976, 3524, 4071, 4446, 4652, 5107, 5454, 5820, 6047, 6401, 6841, 7117, 7526, 8278, 8401, 8837, 9150, 9510, 9682, 9902, 10561, 11043, 11190, 11482]","[0, 0, 276, 829, 1344, 1988, 2514, 3094, 3957, 4521, 5261, 5603, 5848, 6377, 6841, 7263, 7454, 7851, 8872, 9428, 9900, 11315, 11315, 11899, 12252, 12839, 13064, 13529, 14810, 15141, 15141, 15253]","{'DRAGON': 3, 'HORDE': 3, 'ATAKHAN': 1}","{'HORDE': 3, 'RIFTHERALD': 1, 'DRAGON': 1, 'BARON_NASHOR': 1}",200.0,"{100: [{'type': 'HORDE', 'sub_type': '', 'time': 6.25}, {'type': 'HORDE', 'sub_type': '', 'time': 6.62}, {'type': 'HORDE', 'sub_type': '', 'time': 6.69}, {'type': 'RIFTHERALD', 'sub_type': '', 'time': 18.06}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 21.27}, {'type': 'BARON_NASHOR', 'sub_type': '', 'time': 27.37}], 200: [{'type': 'DRAGON', 'sub_type': 'AIR_DRAGON', 'time': 7.68}, {'type': 'HORDE', 'sub_type': '', 'time': 12.71}, {'type': 'HORDE', 'sub_type': '', 'time': 12.91}, {'type': 'HORDE', 'sub_type': '', 'time': 13.07}, {'type': 'DRAGON', 'sub_type': 'EARTH_DRAGON', 'time': 15.7}, {'type': 'ATAKHAN', 'sub_type': '', 'time': 22.76}, {'type': 'DRAGON', 'sub_type': 'HEXTECH_DRAGON', 'time': 27.82}]}"
